day,month,year,humidity,wspd,pressure,dew_point,city,tmin,tmax,tavg
5,4,2022,10,11.6,1016.2,-12.7,Quetta,15.0,26.9,21.9
6,4,2022,9,12.6,1015.7,-12.1,Quetta,15.6,29.2,23.2
7,4,2022,17,6.9,1015.2,-4.1,Quetta,16.0,28.6,23.0
8,4,2022,14,9.9,1012.3,-6.3,Quetta,17.1,29.4,24.1
9,4,2022,11,11.4,1011.8,-9.8,Quetta,16.9,29.3,23.8
10,4,2022,8,11.3,1010.2,-12.9,Quetta,16.6,31.3,25.2
11,4,2022,14,13.2,1008.1,-7.3,Quetta,15.3,30.3,23.7
12,4,2022,12,15.0,1006.9,-9.7,Quetta,17.1,29.1,23.7
13,4,2022,8,18.9,1009.5,-14.2,Quetta,17.4,26.5,22.1
14,4,2022,9,20.2,1010.1,-13.4,Quetta,15.3,26.7,21.2
15,4,2022,8,18.7,1009.3,-14.0,Quetta,15.4,28.2,22.8
16,4,2022,8,14.1,1007.3,-12.1,Quetta,17.4,29.3,24.1
17,4,2022,19,19.1,1007.6,-2.7,Quetta,18.2,29.9,22.9
18,4,2022,29,16.2,1010.2,2.2,Quetta,16.5,27.8,22.3
19,4,2022,30,15.9,1013.8,1.5,Quetta,14.3,26.0,20.8
20,4,2022,26,16.1,1013.5,-2.0,Quetta,14.5,23.8,19.3
21,4,2022,17,16.4,1012.2,-7.1,Quetta,12.7,23.9,19.3
22,4,2022,15,12.8,1012.3,-7.8,Quetta,15.6,26.4,21.4
23,4,2022,17,9.4,1012.3,-5.3,Quetta,13.4,28.1,22.0
24,4,2022,20,13.2,1011.9,-2.6,Quetta,16.1,28.3,23.0
25,4,2022,14,19.9,1010.9,-6.5,Quetta,18.0,28.2,23.9
26,4,2022,10,10.9,1011.1,-10.3,Quetta,18.2,29.6,24.2
27,4,2022,11,12.6,1010.0,-7.6,Quetta,18.4,31.7,25.3
28,4,2022,15,9.7,1009.8,-3.5,Quetta,19.3,31.0,26.1
29,4,2022,16,11.6,1011.3,-2.1,Quetta,21.3,30.2,26.3
30,4,2022,14,15.6,1008.6,-3.9,Quetta,21.2,31.4,26.5
1,5,2022,12,15.4,1004.9,-5.1,Quetta,19.2,33.0,27.2
2,5,2022,16,21.6,1002.7,-1.7,Quetta,20.7,30.8,26.2
3,5,2022,24,14.3,1004.4,1.3,Quetta,17.9,28.3,23.2
4,5,2022,31,15.3,1009.1,2.9,Quetta,15.6,27.3,22.4
5,5,2022,20,18.1,1011.7,-1.7,Quetta,18.0,28.3,23.3
6,5,2022,14,14.8,1011.2,-5.5,Quetta,18.8,29.4,24.4
7,5,2022,11,14.1,1011.2,-6.8,Quetta,19.8,31.0,25.8
8,5,2022,12,16.9,1008.4,-5.7,Quetta,21.6,33.2,27.3
9,5,2022,11,13.1,1006.5,-6.3,Quetta,22.1,34.2,28.0
10,5,2022,19,14.8,1006.8,-0.3,Quetta,19.0,33.5,26.8
11,5,2022,22,15.3,1008.4,-0.1,Quetta,19.1,32.3,26.3
12,5,2022,9,21.7,1008.0,-10.3,Quetta,21.7,31.8,26.8
13,5,2022,8,17.5,1005.8,-11.2,Quetta,20.1,33.2,27.1
14,5,2022,11,16.1,1003.6,-6.3,Quetta,19.2,33.2,27.1
15,5,2022,22,16.6,1007.9,-0.1,Quetta,19.0,27.4,23.3
16,5,2022,19,15.0,1007.1,-2.8,Quetta,16.9,30.3,23.3
17,5,2022,14,13.3,1005.9,-5.5,Quetta,19.5,30.9,25.5
18,5,2022,8,17.0,1006.6,-11.0,Quetta,19.9,33.1,27.0
19,5,2022,12,17.0,1007.1,-5.6,Quetta,20.3,33.1,27.4
20,5,2022,11,25.7,1006.1,-7.3,Quetta,21.5,29.6,25.7
21,5,2022,12,22.0,1005.2,-10.5,Quetta,19.1,30.0,24.2
22,5,2022,10,28.1,1001.9,-9.3,Quetta,20.6,33.2,25.9
23,5,2022,14,19.2,1003.3,-8.5,Quetta,15.5,27.2,21.8
24,5,2022,14,11.6,1006.2,-8.6,Quetta,16.0,30.0,23.5
25,5,2022,20,11.9,1008.5,-2.7,Quetta,16.4,31.7,25.3
26,5,2022,16,21.2,1005.5,-2.9,Quetta,18.7,35.5,27.7
27,5,2022,9,21.1,1005.1,-7.7,Quetta,23.4,32.9,28.3
28,5,2022,10,24.5,1005.9,-8.9,Quetta,21.4,30.4,25.9
29,5,2022,13,20.7,1007.1,-8.4,Quetta,17.5,27.5,22.8
30,5,2022,11,18.9,1007.0,-9.0,Quetta,18.3,27.7,23.2
31,5,2022,11,17.0,1007.4,-9.0,Quetta,18.2,28.0,23.6
1,6,2022,10,15.8,1008.0,-10.3,Quetta,17.7,27.9,23.4
2,6,2022,9,13.7,1008.2,-10.8,Quetta,17.6,28.3,24.1
3,6,2022,9,12.2,1006.3,-10.0,Quetta,17.0,30.8,25.2
4,6,2022,8,15.9,1005.5,-10.5,Quetta,20.6,31.2,26.6
5,6,2022,9,13.8,1005.2,-9.5,Quetta,21.3,32.1,26.6
6,6,2022,10,14.7,1005.4,-8.5,Quetta,20.0,32.2,26.4
7,6,2022,9,14.3,1005.0,-9.5,Quetta,20.7,32.5,27.0
8,6,2022,7,13.0,1004.5,-12.5,Quetta,20.3,32.6,27.2
9,6,2022,8,12.4,1001.9,-9.8,Quetta,20.4,33.6,28.3
10,6,2022,9,12.9,1001.6,-9.1,Quetta,21.2,34.3,28.5
11,6,2022,22,15.4,1002.0,0.1,Quetta,19.6,35.5,28.5
12,6,2022,34,18.0,1003.3,5.4,Quetta,20.7,34.8,27.8
13,6,2022,28,19.4,1006.1,3.1,Quetta,20.1,35.0,27.6
14,6,2022,28,12.9,1006.2,3.3,Quetta,18.9,33.9,27.4
15,6,2022,27,16.7,1003.1,3.8,Quetta,19.4,35.9,28.9
16,6,2022,23,11.4,1000.9,1.2,Quetta,20.1,35.8,29.4
17,6,2022,28,21.4,1000.7,1.9,Quetta,19.4,34.7,28.3
18,6,2022,49,16.8,1001.8,10.2,Quetta,18.6,32.8,25.8
19,6,2022,38,17.7,1002.9,4.0,Quetta,18.1,32.5,26.1
20,6,2022,42,17.3,1000.6,4.9,Quetta,17.9,31.1,25.0
21,6,2022,20,23.5,998.0,-2.1,Quetta,18.3,27.7,23.3
22,6,2022,59,18.2,1005.3,10.9,Quetta,14.1,27.0,20.4
23,6,2022,47,16.4,1009.8,9.0,Quetta,16.5,30.6,23.8
24,6,2022,39,14.6,1006.6,8.0,Quetta,18.0,33.4,26.9
25,6,2022,29,21.6,1002.3,6.3,Quetta,21.2,35.8,28.8
26,6,2022,29,16.4,1002.9,8.4,Quetta,22.9,34.1,28.7
27,6,2022,29,19.4,1004.7,8.4,Quetta,21.7,35.4,29.0
28,6,2022,25,13.2,1003.1,6.5,Quetta,22.0,36.9,30.0
29,6,2022,23,10.2,999.0,4.4,Quetta,22.3,37.2,31.1
30,6,2022,26,14.7,997.8,5.2,Quetta,22.1,38.4,30.9
1,7,2022,42,21.8,999.7,12.2,Quetta,22.5,38.2,29.8
2,7,2022,50,24.2,999.6,15.0,Quetta,22.3,38.0,28.9
3,7,2022,60,21.7,1000.6,18.0,Quetta,22.5,32.8,27.2
4,7,2022,65,15.3,1002.2,18.8,Quetta,22.9,30.9,26.1
5,7,2022,69,13.4,1002.1,19.5,Quetta,22.8,29.7,26.0
6,7,2022,63,16.7,1004.5,18.0,Quetta,21.7,31.7,26.3
7,7,2022,65,16.3,1007.6,17.8,Quetta,21.6,28.5,25.2
8,7,2022,59,14.0,1004.8,16.7,Quetta,20.2,31.8,26.3
9,7,2022,56,15.8,1001.1,16.8,Quetta,22.1,31.7,26.9
10,7,2022,63,15.0,1002.2,17.7,Quetta,21.6,30.9,25.9
11,7,2022,61,18.0,1003.7,16.8,Quetta,20.3,32.2,25.8
12,7,2022,58,15.2,1003.3,16.1,Quetta,20.7,32.9,26.7
13,7,2022,54,13.6,1000.5,14.2,Quetta,19.6,36.3,27.1
14,7,2022,55,20.5,1000.1,13.6,Quetta,19.9,34.0,26.3
15,7,2022,61,14.7,1004.1,16.0,Quetta,20.5,29.1,24.4
16,7,2022,54,16.5,1004.0,14.8,Quetta,19.7,32.6,25.8
17,7,2022,62,17.4,1005.5,16.3,Quetta,19.7,31.3,24.9
18,7,2022,62,15.1,1005.6,16.5,Quetta,19.3,31.0,25.1
19,7,2022,55,19.1,1003.4,16.8,Quetta,21.5,34.7,27.5
20,7,2022,48,13.5,1001.0,14.0,Quetta,22.1,36.0,29.3
21,7,2022,39,15.1,1000.5,10.2,Quetta,21.0,36.2,29.4
22,7,2022,57,17.3,1003.7,15.8,Quetta,21.7,35.4,28.0
23,7,2022,63,17.9,1004.5,17.4,Quetta,22.2,29.4,25.1
24,7,2022,70,13.4,1004.2,18.0,Quetta,21.0,29.3,24.1
25,7,2022,77,12.1,1005.7,18.5,Quetta,19.9,26.1,23.0
26,7,2022,77,14.5,1008.2,18.6,Quetta,20.3,26.9,23.1
27,7,2022,76,9.4,1008.0,18.5,Quetta,18.4,29.0,23.3
28,7,2022,81,9.8,1008.9,19.3,Quetta,19.5,26.0,22.9
29,7,2022,81,11.6,1008.0,19.7,Quetta,19.4,27.3,23.2
30,7,2022,73,8.7,1005.7,18.9,Quetta,20.4,29.5,24.6
31,7,2022,67,11.8,1002.1,17.3,Quetta,19.4,30.1,24.9
1,8,2022,60,10.7,1003.0,13.5,Quetta,17.0,30.4,24.5
2,8,2022,58,18.8,1003.6,12.7,Quetta,17.7,33.4,25.2
3,8,2022,54,13.5,1004.8,12.1,Quetta,18.3,33.1,25.6
4,8,2022,51,18.5,1005.3,12.2,Quetta,18.0,33.8,25.9
5,8,2022,48,14.8,1003.6,10.9,Quetta,19.0,34.1,26.9
6,8,2022,56,18.6,1002.5,13.3,Quetta,17.5,33.9,25.7
7,8,2022,46,13.8,1001.6,10.3,Quetta,19.1,34.6,26.9
8,8,2022,46,16.9,1001.6,10.3,Quetta,19.4,36.3,27.5
9,8,2022,59,23.8,1002.5,16.0,Quetta,19.5,34.6,26.2
10,8,2022,59,16.6,1001.4,16.5,Quetta,20.4,34.4,26.7
11,8,2022,57,17.7,1001.5,16.3,Quetta,20.7,32.9,26.6
12,8,2022,59,18.2,1003.2,16.4,Quetta,21.1,29.1,25.5
13,8,2022,54,13.7,1002.6,15.2,Quetta,21.0,31.0,26.0
14,8,2022,63,7.9,1003.3,15.7,Quetta,20.5,26.9,23.5
15,8,2022,75,13.7,1006.1,17.3,Quetta,18.6,26.1,22.2
16,8,2022,79,8.6,1006.7,18.0,Quetta,18.4,26.3,22.0
17,8,2022,79,9.1,1004.6,17.9,Quetta,19.3,24.7,21.8
18,8,2022,86,7.7,1003.0,18.0,Quetta,18.8,22.4,20.5
19,8,2022,84,6.4,1003.4,17.8,Quetta,18.7,23.0,20.7
20,8,2022,83,6.8,1004.7,17.4,Quetta,17.9,24.8,20.4
21,8,2022,88,7.5,1005.2,17.7,Quetta,18.3,22.6,19.8
22,8,2022,64,9.2,1004.7,12.7,Quetta,16.1,25.7,20.9
23,8,2022,61,8.9,1006.3,13.4,Quetta,17.9,25.5,21.5
24,8,2022,76,8.6,1006.5,16.4,Quetta,18.0,24.2,21.0
25,8,2022,88,5.0,1006.0,17.7,Quetta,18.6,21.1,19.9
26,8,2022,86,10.1,1007.4,17.3,Quetta,18.3,22.4,19.9
27,8,2022,82,13.0,1008.2,17.1,Quetta,16.1,24.3,20.4
28,8,2022,59,9.7,1008.0,12.0,Quetta,17.0,25.9,21.3
29,8,2022,42,10.3,1010.5,8.2,Quetta,17.1,26.7,22.3
30,8,2022,59,11.5,1012.4,11.8,Quetta,15.8,27.6,21.8
31,8,2022,50,9.2,1010.7,9.5,Quetta,16.4,27.4,22.4
1,9,2022,33,9.7,1010.1,5.1,Quetta,18.1,27.3,22.8
2,9,2022,36,10.1,1011.0,6.4,Quetta,18.2,28.1,23.2
3,9,2022,33,11.5,1009.1,5.2,Quetta,18.4,28.6,23.8
4,9,2022,23,9.2,1006.2,0.0,Quetta,16.7,28.2,23.5
5,9,2022,38,9.8,1006.8,4.7,Quetta,16.5,29.2,22.7
6,9,2022,59,10.7,1009.3,11.2,Quetta,14.8,28.3,21.5
7,9,2022,58,11.0,1011.1,10.4,Quetta,15.5,29.6,22.3
8,9,2022,57,11.4,1012.2,10.6,Quetta,15.7,31.0,23.3
9,9,2022,51,11.6,1011.0,10.0,Quetta,17.7,32.0,24.3
10,9,2022,38,12.3,1009.2,5.3,Quetta,16.9,31.7,25.3
11,9,2022,42,14.4,1006.9,6.5,Quetta,16.5,32.3,24.8
12,9,2022,53,14.8,1007.2,9.9,Quetta,16.4,31.3,23.3
13,9,2022,43,12.6,1008.2,5.5,Quetta,16.1,29.6,23.4
14,9,2022,21,12.6,1008.7,-3.2,Quetta,17.4,29.5,23.6
15,9,2022,14,9.4,1008.2,-7.1,Quetta,17.7,29.0,23.3
16,9,2022,12,9.5,1004.8,-7.8,Quetta,17.5,29.7,24.0
17,9,2022,18,12.9,1004.8,-4.0,Quetta,15.6,29.9,23.5
18,9,2022,51,9.0,1009.9,7.1,Quetta,14.6,29.8,22.2
19,9,2022,38,13.5,1010.4,3.1,Quetta,15.3,29.0,23.0
20,9,2022,20,11.2,1009.7,-2.7,Quetta,18.4,28.6,23.3
21,9,2022,34,11.6,1010.1,1.0,Quetta,15.2,28.9,22.9
22,9,2022,15,14.1,1010.0,-4.5,Quetta,18.7,28.8,24.0
23,9,2022,16,9.6,1009.1,-5.1,Quetta,19.0,27.9,23.1
24,9,2022,18,15.0,1007.4,-5.0,Quetta,16.2,28.3,22.4
25,9,2022,25,9.4,1007.1,-2.1,Quetta,15.8,28.1,21.9
26,9,2022,52,12.8,1011.9,5.6,Quetta,13.3,28.8,21.0
27,9,2022,39,9.0,1011.3,1.5,Quetta,14.0,27.7,21.3
28,9,2022,14,9.3,1010.0,-7.6,Quetta,17.6,27.5,22.4
29,9,2022,36,8.5,1010.0,1.6,Quetta,14.1,28.5,21.3
30,9,2022,34,12.2,1010.7,1.3,Quetta,14.8,27.8,21.7
1,10,2022,24,8.9,1009.8,-2.9,Quetta,16.4,28.1,22.4
2,10,2022,14,12.0,1009.5,-6.8,Quetta,18.6,28.0,22.6
3,10,2022,30,13.4,1012.9,-0.8,Quetta,13.2,25.6,19.7
4,10,2022,16,9.8,1015.1,-7.8,Quetta,15.6,25.6,20.2
5,10,2022,15,9.1,1013.7,-9.2,Quetta,14.0,26.2,20.2
6,10,2022,15,9.2,1011.8,-8.3,Quetta,14.0,25.6,20.4
7,10,2022,13,14.3,1013.2,-9.9,Quetta,14.8,26.0,20.5
8,10,2022,8,12.2,1015.2,-16.8,Quetta,14.6,24.2,19.3
9,10,2022,9,11.5,1015.7,-15.8,Quetta,14.6,23.3,18.3
10,10,2022,12,9.7,1016.9,-14.0,Quetta,12.4,22.6,16.7
11,10,2022,14,9.0,1015.6,-12.8,Quetta,11.2,21.0,15.6
12,10,2022,14,10.5,1015.7,-12.0,Quetta,11.4,22.7,16.7
13,10,2022,13,10.5,1016.7,-12.1,Quetta,12.2,23.3,17.8
14,10,2022,12,10.4,1017.0,-12.5,Quetta,13.6,23.9,18.6
15,10,2022,12,8.9,1016.8,-12.4,Quetta,14.4,23.6,18.8
16,10,2022,17,9.2,1017.9,-7.5,Quetta,14.4,24.8,19.0
17,10,2022,20,11.3,1018.5,-5.2,Quetta,14.2,24.4,19.0
18,10,2022,20,9.0,1016.5,-5.3,Quetta,14.4,24.4,19.0
19,10,2022,23,16.3,1015.7,-3.6,Quetta,11.9,23.9,18.4
20,10,2022,26,10.7,1016.6,-2.8,Quetta,13.6,22.4,17.6
21,10,2022,35,8.4,1020.3,-0.8,Quetta,9.6,23.4,16.6
22,10,2022,32,12.3,1021.7,-2.5,Quetta,11.0,22.6,17.1
23,10,2022,17,9.5,1020.4,-8.4,Quetta,13.8,22.1,17.4
24,10,2022,23,15.6,1017.1,-4.7,Quetta,13.2,22.5,17.3
25,10,2022,27,18.4,1015.4,-2.1,Quetta,13.2,23.4,18.0
26,10,2022,24,14.2,1018.2,-2.8,Quetta,13.7,23.7,18.6
27,10,2022,27,10.0,1019.3,-3.0,Quetta,11.9,22.1,16.8
28,10,2022,22,9.3,1019.0,-6.8,Quetta,12.1,21.9,16.8
29,10,2022,20,7.6,1018.2,-5.8,Quetta,13.4,23.5,18.1
30,10,2022,25,8.8,1017.9,-2.4,Quetta,14.3,24.7,19.1
31,10,2022,32,15.1,1017.7,-0.2,Quetta,12.2,22.9,17.5
1,11,2022,31,8.9,1018.4,0.3,Quetta,12.3,23.6,18.2
2,11,2022,34,12.7,1016.9,-0.3,Quetta,10.7,25.2,18.1
3,11,2022,25,7.4,1015.7,-3.0,Quetta,10.9,24.2,18.2
4,11,2022,26,10.2,1016.1,-3.5,Quetta,11.1,23.6,17.2
5,11,2022,37,13.8,1018.5,0.4,Quetta,12.2,20.5,15.7
6,11,2022,60,15.9,1018.3,5.1,Quetta,8.8,19.1,13.1
7,11,2022,70,7.9,1018.5,6.1,Quetta,7.7,16.8,12.0
8,11,2022,78,8.6,1018.9,7.4,Quetta,7.5,16.4,11.5
9,11,2022,58,13.4,1019.7,3.9,Quetta,8.2,16.7,12.5
10,11,2022,55,11.2,1022.2,3.0,Quetta,6.7,16.8,12.3
11,11,2022,49,15.1,1023.5,2.0,Quetta,9.1,17.3,12.8
12,11,2022,47,13.5,1022.6,1.6,Quetta,9.3,17.7,13.1
13,11,2022,59,15.0,1019.0,3.2,Quetta,7.0,15.7,11.3
14,11,2022,64,14.9,1020.7,1.1,Quetta,4.8,12.0,8.6
15,11,2022,48,12.1,1020.5,-3.4,Quetta,1.0,15.2,8.6
16,11,2022,43,16.0,1019.8,-1.4,Quetta,7.7,15.5,11.1
17,11,2022,37,10.0,1021.2,-4.4,Quetta,6.2,15.1,10.5
18,11,2022,29,8.3,1018.1,-5.0,Quetta,9.0,19.5,13.3
19,11,2022,37,14.7,1019.2,-1.7,Quetta,8.9,17.6,12.9
20,11,2022,43,10.5,1020.8,-2.0,Quetta,8.0,15.0,10.9
21,11,2022,42,12.6,1021.0,-2.7,Quetta,6.7,14.3,10.0
22,11,2022,42,11.4,1021.8,-3.4,Quetta,6.1,14.4,9.8
23,11,2022,33,6.8,1021.3,-5.6,Quetta,6.5,15.2,10.6
24,11,2022,31,9.6,1019.0,-4.4,Quetta,7.9,17.7,12.2
25,11,2022,34,9.2,1019.9,-4.4,Quetta,7.3,17.4,11.7
26,11,2022,29,9.5,1019.9,-6.8,Quetta,7.4,15.6,11.0
27,11,2022,28,7.4,1016.9,-7.0,Quetta,7.6,16.3,11.1
28,11,2022,31,8.0,1017.3,-5.1,Quetta,8.2,16.2,11.7
29,11,2022,33,8.2,1020.1,-4.5,Quetta,8.1,16.4,11.6
30,11,2022,34,8.4,1021.7,-4.4,Quetta,7.5,15.9,11.3
1,12,2022,33,10.0,1019.4,-4.3,Quetta,8.6,16.0,11.5
2,12,2022,37,10.2,1018.0,-4.4,Quetta,7.0,14.0,9.7
3,12,2022,44,8.9,1019.4,-3.2,Quetta,5.0,13.5,8.7
4,12,2022,39,9.1,1020.1,-4.9,Quetta,4.9,13.2,8.7
5,12,2022,37,9.8,1021.4,-5.0,Quetta,5.9,13.9,9.3
6,12,2022,41,10.9,1021.9,-3.2,Quetta,6.8,13.4,9.5
7,12,2022,44,11.9,1020.9,-1.6,Quetta,6.7,15.3,10.3
8,12,2022,48,11.0,1019.6,-0.2,Quetta,6.7,15.2,10.5
9,12,2022,56,11.9,1019.4,0.2,Quetta,5.9,12.1,8.6
10,12,2022,55,10.1,1019.9,-1.5,Quetta,5.0,11.8,7.8
11,12,2022,53,10.0,1019.7,-1.0,Quetta,4.0,12.9,8.3
12,12,2022,69,13.3,1020.6,1.2,Quetta,3.4,10.9,7.0
13,12,2022,54,7.1,1023.1,-3.0,Quetta,3.0,12.2,6.5
14,12,2022,31,8.7,1022.2,-8.4,Quetta,5.2,12.5,8.4
15,12,2022,27,7.7,1020.7,-9.6,Quetta,5.7,13.4,8.9
16,12,2022,30,8.0,1018.7,-7.2,Quetta,6.2,13.5,9.4
17,12,2022,35,5.8,1018.0,-4.4,Quetta,6.8,17.0,11.0
18,12,2022,42,11.5,1020.1,-4.2,Quetta,6.0,12.8,8.5
19,12,2022,48,11.7,1020.1,-3.6,Quetta,4.2,10.8,6.8
20,12,2022,54,10.9,1019.8,-3.1,Quetta,3.1,9.5,5.7
21,12,2022,49,9.2,1020.7,-4.9,Quetta,2.2,9.7,5.5
22,12,2022,48,10.8,1019.7,-5.2,Quetta,2.7,9.5,5.3
23,12,2022,50,12.5,1020.4,-6.4,Quetta,0.6,7.5,3.5
24,12,2022,45,6.5,1021.3,-7.5,Quetta,0.6,9.5,4.4
25,12,2022,36,8.4,1017.8,-8.0,Quetta,1.2,12.6,7.0
26,12,2022,40,8.5,1019.1,-5.1,Quetta,3.3,13.0,8.0
27,12,2022,68,9.7,1020.6,1.7,Quetta,4.0,11.4,7.4
28,12,2022,73,9.7,1019.8,4.8,Quetta,6.4,13.7,9.7
29,12,2022,80,16.5,1021.1,3.2,Quetta,2.8,9.6,6.5
30,12,2022,81,10.2,1028.5,0.6,Quetta,1.6,7.5,3.9
31,12,2022,69,10.1,1027.8,-1.2,Quetta,2.1,8.8,4.4
1,1,2023,65,12.0,1025.8,-2.2,Quetta,1.5,7.6,4.0
2,1,2023,62,10.5,1026.8,-3.6,Quetta,0.8,6.5,3.3
3,1,2023,62,8.9,1029.2,-4.0,Quetta,0.3,6.8,2.8
4,1,2023,61,6.5,1027.7,-3.9,Quetta,-0.2,7.5,3.0
5,1,2023,42,9.8,1023.7,-7.5,Quetta,-0.1,13.7,5.4
6,1,2023,40,9.0,1022.9,-6.5,Quetta,1.7,13.1,6.8
7,1,2023,53,10.7,1021.7,-1.4,Quetta,2.5,14.3,8.0
8,1,2023,73,12.0,1020.1,2.7,Quetta,4.2,11.3,7.4
9,1,2023,71,7.2,1021.8,2.2,Quetta,1.5,12.5,7.7
10,1,2023,61,13.1,1019.9,0.1,Quetta,1.7,14.1,7.7
11,1,2023,84,16.2,1020.0,1.6,Quetta,-2.5,7.9,4.1
12,1,2023,79,13.0,1027.0,-6.5,Quetta,-7.2,0.6,-3.3
13,1,2023,68,11.5,1029.5,-10.9,Quetta,-9.3,-1.2,-5.7
14,1,2023,59,9.2,1028.0,-9.2,Quetta,-6.4,3.4,-2.0
15,1,2023,54,9.5,1025.1,-8.7,Quetta,-2.9,3.9,-0.4
16,1,2023,47,8.4,1022.0,-8.3,Quetta,-1.8,7.0,2.2
17,1,2023,51,9.9,1021.4,-5.2,Quetta,1.2,7.9,4.3
18,1,2023,77,8.7,1019.9,-0.3,Quetta,1.6,5.9,3.5
19,1,2023,90,7.6,1020.8,2.0,Quetta,1.6,5.7,3.6
20,1,2023,89,12.8,1023.5,-0.6,Quetta,-0.1,3.2,1.1
21,1,2023,78,8.0,1025.0,-3.8,Quetta,-2.9,2.3,-0.3
22,1,2023,72,10.7,1025.5,-6.4,Quetta,-5.3,2.2,-1.8
23,1,2023,62,9.0,1025.7,-8.2,Quetta,-5.1,1.5,-2.0
24,1,2023,61,14.5,1025.0,-9.0,Quetta,-5.7,1.0,-2.4
25,1,2023,72,11.2,1025.8,-6.7,Quetta,-5.1,1.4,-2.1
26,1,2023,55,8.1,1026.5,-8.2,Quetta,-3.8,4.9,-0.1
27,1,2023,36,7.3,1022.9,-10.7,Quetta,0.3,8.6,3.9
28,1,2023,66,7.6,1018.4,-1.5,Quetta,1.6,7.9,4.4
29,1,2023,95,9.6,1017.8,0.5,Quetta,0.2,2.3,1.3
30,1,2023,73,6.9,1022.5,-3.6,Quetta,-2.3,5.9,1.3
31,1,2023,53,8.2,1022.4,-4.4,Quetta,-0.6,11.3,4.8
1,2,2023,58,10.9,1020.5,-1.4,Quetta,1.2,13.6,6.7
2,2,2023,57,8.9,1018.5,-0.6,Quetta,2.2,13.9,7.8
3,2,2023,70,11.5,1018.4,3.7,Quetta,5.0,13.8,9.0
4,2,2023,65,8.4,1018.3,3.0,Quetta,5.5,14.0,9.7
5,2,2023,67,15.0,1013.3,2.8,Quetta,3.7,14.7,9.0
6,2,2023,49,13.0,1018.9,-2.8,Quetta,5.1,10.9,7.6
7,2,2023,37,7.9,1017.5,-5.2,Quetta,6.0,13.8,9.0
8,2,2023,50,9.0,1013.7,-0.1,Quetta,5.5,16.0,10.3
9,2,2023,56,19.7,1011.9,1.5,Quetta,6.8,15.0,10.2
10,2,2023,41,13.9,1016.7,-6.7,Quetta,2.0,10.1,5.9
11,2,2023,49,16.8,1023.9,-6.6,Quetta,-0.1,6.6,3.1
12,2,2023,42,8.4,1026.4,-8.1,Quetta,-1.6,10.4,4.2
13,2,2023,35,11.9,1021.0,-4.1,Quetta,3.9,17.0,10.9
14,2,2023,41,10.3,1019.9,-0.4,Quetta,6.8,20.0,13.2
15,2,2023,34,11.5,1017.6,-2.7,Quetta,7.2,23.0,15.1
16,2,2023,18,9.8,1017.8,-9.4,Quetta,9.6,23.2,16.5
17,2,2023,21,9.5,1020.0,-6.5,Quetta,9.2,22.4,16.2
18,2,2023,25,13.7,1018.9,-5.8,Quetta,9.3,21.5,15.3
19,2,2023,30,10.6,1016.8,-3.1,Quetta,9.3,19.9,14.5
20,2,2023,34,16.6,1016.8,-3.5,Quetta,8.7,16.6,12.6
21,2,2023,18,9.4,1017.5,-13.6,Quetta,5.5,17.2,11.4
22,2,2023,21,15.0,1014.3,-9.7,Quetta,6.4,19.7,12.7
23,2,2023,29,13.7,1016.3,-5.4,Quetta,5.0,19.1,12.9
24,2,2023,47,12.2,1016.8,0.7,Quetta,5.3,20.0,13.0
25,2,2023,42,15.2,1019.3,-0.9,Quetta,7.1,19.4,13.6
26,2,2023,26,16.3,1021.8,-4.7,Quetta,9.4,20.8,15.3
27,2,2023,27,11.9,1021.2,-4.7,Quetta,9.9,19.4,15.0
28,2,2023,44,16.6,1020.3,-0.8,Quetta,8.0,16.3,11.5
1,3,2023,67,12.2,1021.6,4.0,Quetta,6.5,14.7,10.1
2,3,2023,69,12.4,1022.9,5.1,Quetta,7.7,15.5,11.1
3,3,2023,80,7.6,1024.4,7.1,Quetta,7.2,13.6,10.5
4,3,2023,79,12.0,1023.8,6.0,Quetta,5.5,14.1,9.7
5,3,2023,62,6.4,1023.3,4.0,Quetta,6.5,16.5,11.7
6,3,2023,55,13.4,1021.0,3.4,Quetta,9.2,15.7,12.3
7,3,2023,47,8.2,1019.9,1.8,Quetta,8.1,17.4,13.3
8,3,2023,43,10.8,1020.6,1.5,Quetta,7.8,19.4,14.2
9,3,2023,41,7.4,1019.9,0.8,Quetta,7.5,20.5,14.8
10,3,2023,45,7.9,1019.2,2.0,Quetta,8.0,21.4,15.1
11,3,2023,40,10.5,1017.8,2.1,Quetta,12.1,21.3,16.5
12,3,2023,52,16.2,1018.4,4.4,Quetta,10.0,20.6,14.9
13,3,2023,42,9.7,1017.8,1.0,Quetta,8.5,21.6,15.7
14,3,2023,35,10.2,1015.2,-2.5,Quetta,9.2,22.4,16.4
15,3,2023,30,11.7,1011.4,-2.3,Quetta,9.8,22.9,17.2
16,3,2023,40,11.1,1012.2,1.5,Quetta,10.6,19.3,15.5
17,3,2023,59,15.3,1013.7,5.4,Quetta,8.1,19.1,13.6
18,3,2023,78,12.8,1014.4,7.6,Quetta,7.1,16.8,11.5
19,3,2023,55,12.8,1012.3,3.1,Quetta,8.9,18.7,13.4
20,3,2023,36,9.3,1009.6,-1.0,Quetta,9.7,19.2,14.5
21,3,2023,47,16.1,1009.8,2.0,Quetta,8.2,19.7,13.7
22,3,2023,68,12.3,1011.4,5.6,Quetta,8.6,13.8,11.5
